Area_Type,Area,Area_Name,SOC,Occupational_Title,Employment,Mean_Wage,Median_Wage,Entry_Wage,Experienced_Wage
10,9,Southern Tier Region,49-9044,Millwrights,,50810,49990,46060,53190
10,8,North Country Region,21-1022,Healthcare Social Workers,220,53120,52430,42340,58510
10,3,Finger Lakes Region,25-3098,Substitute teachers,2840,34330,29390,23010,39990
10,3,Finger Lakes Region,25-2053," Special Education Teachers, Middle School",790,63770,61500,47640,71830
10,10,Western New York Region,25-4021,Librarians,750,56470,55270,36130,66640
1,36,New York State,37-2012,Maids and Housekeeping Cleaners,48780,35050,28950,22410,41360
10,1,Capital Region,47-2022,Stonemasons,,43380,45530,34510,47810
10,8,North Country Region,29-2061,Licensed Practical and Licensed Vocational Nurses,1500,41030,40490,33790,44660
1,36,New York State,43-3041,Gaming Cage Workers,,29100,25150,21632,32850
10,3,Finger Lakes Region,51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",370,38100,38190,30250,42030
10,9,Southern Tier Region,49-3021,Automotive Body and Related Repairers,250,42170,37220,28520,48990
10,5,Long Island Region,51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",,46620,42260,33250,53310
10,2,Central New York Region,43-9081,Proofreaders and Copy Markers,,43190,45490,33670,47950
10,9,Southern Tier Region,19-1042," Medical Scientists, Except Epidemiologists",60,107160,94100,57970,131760
10,2,Central New York Region,35-2019," Cooks, All Other",,32420,32080,30160,33540
10,10,Western New York Region,43-5011,Cargo and Freight Agents,610,39990,38110,30460,44760
1,36,New York State,17-2051,Civil Engineers,16100,96170,90560,65010,111740
10,9,Southern Tier Region,25-2054," Special Education Teachers, Secondary School",430,64990,60970,49920,72520
10,4,Hudson Valley Region,31-1014,Nursing Assistants,11710,36100,36080,29490,39400
10,4,Hudson Valley Region,25-3011,Adult Basic and Secondary Education and Literacy Teachers and Instructors,690,80070,74810,44980,97620
10,1,Capital Region,53-7061,Cleaners of Vehicles and Equipment,860,29540,25110,22600,33010
10,2,Central New York Region,53-7064," Packers and Packagers, Hand",850,28380,26630,22190,31470
10,7,New York City Region,27-4021,Photographers,2780,60090,51790,28580,75850
10,10,Western New York Region,51-4041,Machinists,2700,44850,44810,32400,51080
10,4,Hudson Valley Region,49-3052,Motorcycle Mechanics,100,39170,42130,27530,44990
10,6,Mohawk Valley Region,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",1240,56340,49790,29610,69710
10,5,Long Island Region,51-9199," Production Workers, All Other",710,38480,36730,26860,44290
10,6,Mohawk Valley Region,11-2021,Marketing Managers,90,127900,108730,76260,153730
10,2,Central New York Region,43-4151,Order Clerks,290,36680,36610,26190,41930
10,7,New York City Region,25-2054," Special Education Teachers, Secondary School",6120,86870,80150,56950,101830
10,1,Capital Region,13-1081,Logisticians,170,78970,75730,53570,91670
10,4,Hudson Valley Region,21-1012,"Educational, Guidance, School, and Vocational Counselors",2370,78730,74680,38020,99080
10,7,New York City Region,31-9093,Medical Equipment Preparers,1260,47560,47260,39370,51660
10,10,Western New York Region,51-6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",,30400,28580,22740,34230
10,3,Finger Lakes Region,51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",530,36100,35210,25470,41420
10,5,Long Island Region,25-4011,Archivists,,48490,43230,35610,54940
10,7,New York City Region,37-3011,Landscaping and Groundskeeping Workers,5500,37860,36270,24960,44440
10,7,New York City Region,29-0000,Healthcare Practitioners and Technical Occupations,216390,100800,89570,53550,124430
10,1,Capital Region,47-2011,Boilermakers,90,59120,56990,44830,66270
10,4,Hudson Valley Region,11-0000,Management Occupations,43840,144470,127650,68350,182520
10,9,Southern Tier Region,47-2031,Carpenters,1290,46600,46860,31920,53940
10,1,Capital Region,41-3031,"Securities, Commodities, and Financial Services Sales Agents",920,77250,69660,39530,96100
10,1,Capital Region,25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",70,81130,73320,51960,95710
10,6,Mohawk Valley Region,25-9099,"Education, Training, and Library Workers, All Other",,25250,21632,21632,27620
10,8,North Country Region,29-1131,Veterinarians,70,99690,92020,68900,115090
10,3,Finger Lakes Region,35-9021,Dishwashers,2080,22540,21632,21632,23350
10,7,New York City Region,39-9011,Childcare Workers,16000,30990,31010,24960,34810
10,10,Western New York Region,35-9021,Dishwashers,2640,22730,21660,21632,23580
10,9,Southern Tier Region,21-1019," Counselors, All Other",,52950,50730,38560,60140
10,3,Finger Lakes Region,51-6021," Pressers, Textile, Garment, and Related Materials",70,27060,25900,22800,29190
10,3,Finger Lakes Region,39-9021,Personal Care Aides,9190,27410,24820,22780,29730
10,7,New York City Region,53-3022," Bus Drivers, School or Special Client",12150,42510,40120,30580,48480
10,3,Finger Lakes Region,29-1081,Podiatrists,,116810,118590,105320,122560
10,5,Long Island Region,17-2131,Materials Engineers,,110310,102210,69990,130460
10,5,Long Island Region,17-2051,Civil Engineers,1930,98830,95070,65020,115740
10,7,New York City Region,47-3019,"Helpers, Construction Trades, All Other",,31680,32480,24960,36430
10,1,Capital Region,33-3021,Detectives and Criminal Investigators,900,85860,85990,61890,97840
10,6,Mohawk Valley Region,13-2053,Insurance Underwriters,500,84290,81710,50350,101260
10,1,Capital Region,41-3041,Travel Agents,80,35370,34480,26500,39800
10,7,New York City Region,47-4090,Miscellaneous Construction and Related Workers,,53710,49710,38500,61320
10,3,Finger Lakes Region,11-9041,Architectural and Engineering Managers,670,137410,134090,107410,152410
10,8,North Country Region,51-3011,Bakers,170,27000,24980,21890,29550
10,5,Long Island Region,47-2082,Tapers,200,75720,84470,49400,88880
10,6,Mohawk Valley Region,41-2031,Retail Salespersons,6300,28030,23680,21632,31420
1,36,New York State,11-9161,Emergency Management Directors,630,102710,94840,63210,122460
10,3,Finger Lakes Region,51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",440,35620,35410,27200,39840
10,1,Capital Region,21-2021," Directors, Religious Activities and Education",200,34470,28910,21632,41460
10,4,Hudson Valley Region,47-2044,Tile and Marble Setters,360,74820,82880,35250,94600
10,5,Long Island Region,39-9032,Recreation Workers,4950,31460,29500,22960,35710
10,9,Southern Tier Region,43-5032," Dispatchers, Except Police, Fire, and Ambulance",240,40980,42120,27220,47860
10,9,Southern Tier Region,11-9041,Architectural and Engineering Managers,380,156130,145770,104230,182080
10,10,Western New York Region,13-0000,Business and Financial Operations Occupations,27460,71140,63820,41630,85900
10,2,Central New York Region,11-1011,Chief Executives,500,163740,148400,104350,193440
10,3,Finger Lakes Region,21-1012,"Educational, Guidance, School, and Vocational Counselors",1750,54810,52830,36020,64210
10,1,Capital Region,25-1069,"Social Sciences Teachers, Postsecondary, All Other",90,61540,56330,45880,69360
10,5,Long Island Region,25-1122," Communications Teachers, Postsecondary",360,62990,57760,42400,73280
10,8,North Country Region,47-2073,Operating Engineers and Other Construction Equipment Operators,380,54990,47830,37210,63880
10,7,New York City Region,11-3071,"Transportation, Storage, and Distribution Managers",1500,119630,116030,83920,137480
10,8,North Country Region,15-1199," Computer Occupations, All Other",110,76680,75740,59250,85400
10,5,Long Island Region,19-1021,Biochemists and Biophysicists,230,67310,50130,43700,79110
10,9,Southern Tier Region,13-2053,Insurance Underwriters,140,66060,62010,41990,78090
10,7,New York City Region,17-2121,Marine Engineers and Naval Architects,,121310,106190,74630,144650
10,9,Southern Tier Region,43-3061,Procurement Clerks,130,43160,42530,33060,48200
10,2,Central New York Region,51-9122," Painters, Transportation Equipment",80,39760,36190,25470,46900
10,8,North Country Region,41-9021,Real Estate Brokers,,52930,57330,41490,58660
10,5,Long Island Region,29-1081,Podiatrists,380,156440,129250,89130,190090
10,2,Central New York Region,51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",,37380,33010,29470,41340
10,3,Finger Lakes Region,33-1012,First-Line Supervisors of Police and Detectives,480,99450,102170,69490,114430
10,3,Finger Lakes Region,53-7061,Cleaners of Vehicles and Equipment,1360,25550,23770,21632,27510
10,8,North Country Region,53-7032,Excavating and Loading Machine and Dragline Operators,60,46140,44940,36260,51070
10,5,Long Island Region,53-2021,Air Traffic Controllers,710,149950,159690,91230,179310
10,1,Capital Region,25-3098,Substitute teachers,3470,30970,29460,23060,34930
10,6,Mohawk Valley Region,51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",170,31490,29650,24320,35070
10,6,Mohawk Valley Region,11-2011,Advertising and Promotions Managers,,110130,81160,60310,135040
10,1,Capital Region,15-1152,Computer Network Support Specialists,670,70690,65220,49430,81310
10,4,Hudson Valley Region,41-2011,Cashiers,23660,24150,22430,21632,25800
10,9,Southern Tier Region,49-9041,Industrial Machinery Mechanics,730,51540,51290,40590,57010
10,8,North Country Region,51-1011,First-Line Supervisors of Production and Operating Workers,570,60900,59540,38700,72000
10,6,Mohawk Valley Region,13-1111,Management Analysts,290,79940,70250,52680,93570
10,10,Western New York Region,43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,70,26490,24010,22700,28380
10,1,Capital Region,51-4011,"Computer-Controlled Machine Tool Operators, Metal and Plastic",100,38970,37500,24980,45960
10,2,Central New York Region,29-1051,Pharmacists,680,132390,137520,106410,145380
10,8,North Country Region,47-2211,Sheet Metal Workers,80,43550,44750,28200,51220
10,3,Finger Lakes Region,35-2014," Cooks, Restaurant",3500,27100,25890,22220,29540
10,7,New York City Region,19-1031,Conservation Scientists,,132530,146100,99860,148870
10,1,Capital Region,19-4061,Social Science Research Assistants,580,40690,38670,24540,48770
10,3,Finger Lakes Region,11-9141,"Property, Real Estate, and Community Association Managers",310,82150,80240,51260,97600
1,36,New York State,27-1029," Designers, All Other",380,78490,67150,38410,98530
10,7,New York City Region,39-1021,First-Line Supervisors of Personal Service Workers,8790,46480,45380,27280,56080
10,7,New York City Region,41-1012,First-Line Supervisors of Non-Retail Sales Workers,12990,123210,103090,57800,155910
10,5,Long Island Region,19-4092,Forensic Science Technicians,,71020,70640,49530,81770
10,9,Southern Tier Region,51-9199," Production Workers, All Other",140,31020,26260,22990,35040
10,6,Mohawk Valley Region,47-2051,Cement Masons and Concrete Finishers,140,63010,69130,34120,77450
1,36,New York State,51-4052," Pourers and Casters, Metal",330,47000,49140,31800,54600
10,6,Mohawk Valley Region,53-3022," Bus Drivers, School or Special Client",1560,35840,33460,25340,41080
10,8,North Country Region,49-9052,Telecommunications Line Installers and Repairers,110,73460,85240,43640,88370
10,8,North Country Region,39-6011,Baggage Porters and Bellhops,40,29500,28830,25280,31610
10,4,Hudson Valley Region,27-2021,Athletes and Sports Competitors,,68170,48420,30310,87100
1,36,New York State,49-3091,Bicycle Repairers,320,32450,30320,24530,36410
10,3,Finger Lakes Region,43-3051,Payroll and Timekeeping Clerks,820,42770,42400,31830,48240
10,5,Long Island Region,15-1152,Computer Network Support Specialists,1500,77980,69110,51740,91110
1,36,New York State,41-9012,Models,440,30520,21632,21632,35360
10,4,Hudson Valley Region,21-1013,Marriage and Family Therapists,140,53290,50940,36650,61610
10,6,Mohawk Valley Region,39-3031," Ushers, Lobby Attendants, and Ticket Takers",110,23210,21632,21632,24400
1,36,New York State,25-1082," Library Science Teachers, Postsecondary",540,82690,81320,59910,94080
10,8,North Country Region,37-3011,Landscaping and Groundskeeping Workers,880,28810,26160,22280,32070
10,10,Western New York Region,53-3032,Heavy and Tractor-Trailer Truck Drivers,6400,45420,43380,31900,52170
1,36,New York State,17-2041,Chemical Engineers,970,100290,96690,69130,115870
10,1,Capital Region,51-9031," Cutters and Trimmers, Hand",,40450,40870,24640,48350
10,4,Hudson Valley Region,25-0000,"Education, Training, and Library Occupations",93980,73430,64750,28590,95850
10,7,New York City Region,43-9061," Office Clerks, General",95520,35150,33540,24960,41650
10,4,Hudson Valley Region,25-2012," Kindergarten Teachers, Except Special Education",1490,98780,100410,61200,117570
10,5,Long Island Region,29-1123,Physical Therapists,3380,88960,89050,66550,100160
1,36,New York State,11-1011,Chief Executives,12440,222130,,117230,274590
10,4,Hudson Valley Region,19-4092,Forensic Science Technicians,,82200,83820,66550,90020
10,9,Southern Tier Region,43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",320,42810,40280,30710,48870
10,3,Finger Lakes Region,13-2051,Financial Analysts,940,80290,75600,52740,94060
10,3,Finger Lakes Region,11-9151,Social and Community Service Managers,690,75160,70250,51950,86770
10,9,Southern Tier Region,27-1023,Floral Designers,70,30450,28730,22840,34260
10,3,Finger Lakes Region,53-7032,Excavating and Loading Machine and Dragline Operators,50,47760,45900,35970,53660
10,1,Capital Region,53-0000,Transportation and Material Moving Occupations,27970,37880,35400,24250,44690
10,10,Western New York Region,29-1067,Surgeons,130,177230,66990,59800,235950
10,8,North Country Region,35-2015," Cooks, Short Order",410,24770,23700,21632,26540
10,5,Long Island Region,49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",1810,70820,71220,44010,84220
10,10,Western New York Region,29-2035,Magnetic Resonance Imaging Technologists,100,62100,62090,51340,67480
10,8,North Country Region,17-1022,Surveyors,50,55010,54420,39690,62670
1,36,New York State,41-1012,First-Line Supervisors of Non-Retail Sales Workers,22150,111180,93050,54970,139290
10,4,Hudson Valley Region,37-2012,Maids and Housekeeping Cleaners,4840,29210,26290,22280,32670
10,3,Finger Lakes Region,43-9199,"Office and Administrative Support Workers, All Other",210,40000,38250,28160,45920
10,2,Central New York Region,29-2054,Respiratory Therapy Technicians,,50870,48860,43970,54310
10,4,Hudson Valley Region,17-2199," Engineers, All Other",,105720,108670,60630,128270
10,5,Long Island Region,27-1025,Interior Designers,380,52710,45410,32580,62780
10,5,Long Island Region,43-3099," Financial Clerks, All Other",140,60270,57740,39460,70680
10,10,Western New York Region,51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",610,41290,39380,30560,46650
10,8,North Country Region,15-1152,Computer Network Support Specialists,50,59800,59140,40630,69380
10,6,Mohawk Valley Region,51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",,37200,37040,29240,41190
10,3,Finger Lakes Region,17-2071,Electrical Engineers,1100,93960,91020,64630,108620
10,5,Long Island Region,51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",,32530,29040,23050,37270
10,1,Capital Region,17-3029,"Engineering Technicians, Except Drafters, All Other",310,68030,69770,49130,77480
10,8,North Country Region,53-7064," Packers and Packagers, Hand",730,23890,21632,21632,25400
10,10,Western New York Region,49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",440,69410,72130,48080,80070
10,3,Finger Lakes Region,13-1041,Compliance Officers,1350,66240,62280,44410,77150
10,7,New York City Region,19-4011,Agricultural and Food Science Technicians,,49160,47230,28290,59590
10,5,Long Island Region,43-4071,File Clerks,1320,32270,29920,23450,36680
10,7,New York City Region,19-1042," Medical Scientists, Except Epidemiologists",4890,89460,69800,50270,109060
1,36,New York State,29-9092,Genetic Counselors,,77230,77700,57840,86930
10,3,Finger Lakes Region,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,670,46140,46640,31020,53710
10,4,Hudson Valley Region,43-9061," Office Clerks, General",16610,35560,32810,22280,42190
10,7,New York City Region,19-1023,Zoologists and Wildlife Biologists,,82380,78310,60070,93530
10,2,Central New York Region,47-4051,Highway Maintenance Workers,1170,43470,44180,34460,47970
10,1,Capital Region,29-1123,Physical Therapists,990,78590,77620,62420,86680
10,8,North Country Region,27-1023,Floral Designers,40,25120,22820,21632,27430
10,7,New York City Region,29-2091,Orthotists and Prosthetists,,70930,67820,44120,84330
10,4,Hudson Valley Region,43-5031," Police, Fire, and Ambulance Dispatchers",700,51690,49400,34740,60160
1,36,New York State,21-1029,"Social Workers, All Other",7940,65530,65160,48060,74260
10,4,Hudson Valley Region,47-4031,Fence Erectors,,56350,46340,32210,68420
10,4,Hudson Valley Region,25-4011,Archivists,,66670,62200,43430,78290
10,4,Hudson Valley Region,47-4090,Miscellaneous Construction and Related Workers,,46130,38770,30320,54030
10,2,Central New York Region,41-9021,Real Estate Brokers,,72910,75140,61920,78400
1,36,New York State,41-1011,First-Line Supervisors of Retail Sales Workers,65860,50570,44630,30760,60470
1,36,New York State,25-1066," Psychology Teachers, Postsecondary",4320,100380,83640,48650,126240
10,4,Hudson Valley Region,25-1121," Art, Drama, and Music Teachers, Postsecondary",1110,84050,68540,47870,102130
10,5,Long Island Region,17-3022,Civil Engineering Technicians,230,65250,63060,48460,73650
10,6,Mohawk Valley Region,19-3093,Historians,60,30490,29460,28520,31480
10,9,Southern Tier Region,43-4141,New Accounts Clerks,,37550,35220,28990,41830
10,8,North Country Region,17-2141,Mechanical Engineers,110,82040,76860,61260,92440
10,9,Southern Tier Region,13-2041,Credit Analysts,130,93590,76130,53400,113680
10,9,Southern Tier Region,51-3021,Butchers and Meat Cutters,220,38180,38120,27980,43290
1,36,New York State,27-4099,"Media and Communication Equipment Workers, All Other",410,73330,63990,34690,92660
10,5,Long Island Region,29-1067,Surgeons,430,288340,,,
10,10,Western New York Region,51-6011,Laundry and Dry-Cleaning Workers,810,27490,24980,21910,30290
10,1,Capital Region,19-2041,"Environmental Scientists and Specialists, Including Health",570,76530,74630,54230,87680
10,1,Capital Region,29-2056,Veterinary Technologists and Technicians,380,39930,38400,33790,43000
10,7,New York City Region,29-2021,Dental Hygienists,3120,89170,91180,73160,97170
10,9,Southern Tier Region,19-4099,"Life, Physical, and Social Science Technicians, All Other",,36200,28150,22560,43020
10,3,Finger Lakes Region,43-3021,Billing and Posting Clerks,2130,36460,35340,26390,41500
1,36,New York State,29-1066,Psychiatrists,3700,204340,189890,107900,252560
10,3,Finger Lakes Region,47-3013,Helpers--Electricians,,30790,28340,23790,34280
1,36,New York State,27-1022,Fashion Designers,6710,91710,79990,48040,113550
10,9,Southern Tier Region,51-9083,Ophthalmic Laboratory Technicians,,36170,36900,25650,41440
10,1,Capital Region,51-8021,Stationary Engineers and Boiler Operators,420,55050,55670,41790,61680
1,36,New York State,53-7041,Hoist and Winch Operators,,81620,75120,36920,103970
10,1,Capital Region,19-3022,Survey Researchers,180,79180,80480,56440,90550
10,3,Finger Lakes Region,39-9041,Residential Advisors,400,35470,33810,26960,39730
10,3,Finger Lakes Region,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",10560,28140,25900,22460,30970
10,10,Western New York Region,29-1171,Nurse Practitioners,950,105650,103490,80250,118350
10,5,Long Island Region,29-1125,Recreational Therapists,310,51970,49680,36770,59570
1,36,New York State,41-2022,Parts Salespersons,10710,37510,33630,23880,44330
10,7,New York City Region,29-2051,Dietetic Technicians,290,47550,47420,42330,50160
10,2,Central New York Region,39-4031," Morticians, Undertakers, and Funeral Directors",,61710,61070,45920,69600
10,5,Long Island Region,13-1121," Meeting, Convention, and Event Planners",910,66480,53380,30550,84450
10,6,Mohawk Valley Region,21-2099," Religious Workers, All Other",,29330,22840,21632,33760
10,8,North Country Region,21-1099,"Community and Social Service Specialists, All Other",130,55860,54500,40130,63730
10,3,Finger Lakes Region,49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",400,70810,68550,52900,79760
10,1,Capital Region,43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,210,37100,32620,24410,43450
10,10,Western New York Region,23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",90,98440,92870,67540,113880
10,2,Central New York Region,19-4099,"Life, Physical, and Social Science Technicians, All Other",210,35380,31330,23640,41250
1,36,New York State,43-5061," Production, Planning, and Expediting Clerks",31820,52160,50520,34160,61150
10,9,Southern Tier Region,13-2071,Credit Counselors,,56660,56370,36600,66690
10,3,Finger Lakes Region,47-4041,Hazardous Materials Removal Workers,250,39290,37690,32630,42620
10,8,North Country Region,13-2072,Loan Officers,240,50610,44420,35580,58130
10,9,Southern Tier Region,35-0000,Food Preparation and Serving Related Occupations,22630,25500,22810,21632,27760
10,5,Long Island Region,11-9131,Postmasters and Mail Superintendents,160,83490,83790,72570,88960
10,10,Western New York Region,51-2021," Coil Winders, Tapers, and Finishers",140,29180,27060,23230,32160
10,3,Finger Lakes Region,19-2012,Physicists,,173790,165140,111570,204890
10,5,Long Island Region,39-0000,Personal Care and Service Occupations,61800,31170,27130,22880,35640
10,10,Western New York Region,29-2056,Veterinary Technologists and Technicians,420,35960,35570,27510,40180
10,4,Hudson Valley Region,25-1022," Mathematical Science Teachers, Postsecondary",470,106470,92990,53840,132780
10,1,Capital Region,23-2099," Legal Support Workers, All Other",450,54600,49570,33940,64930
10,9,Southern Tier Region,43-1011,First-Line Supervisors of Office and Administrative Support Workers,2720,55690,52780,37140,64960
10,3,Finger Lakes Region,23-1023," Judges, Magistrate Judges, and Magistrates",330,150740,153890,135930,158140
1,36,New York State,51-9196,"Paper Goods Machine Setters, Operators, and Tenders",4890,37460,35680,24060,44170
10,6,Mohawk Valley Region,47-2152," Plumbers, Pipefitters, and Steamfitters",130,41870,42220,28290,48660
1,36,New York State,27-2021,Athletes and Sports Competitors,330,93930,64720,26520,127640
10,7,New York City Region,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,18430,29390,24960,24960,33700
10,6,Mohawk Valley Region,17-3011,Architectural and Civil Drafters,,46970,39670,30920,55000
10,5,Long Island Region,19-1031,Conservation Scientists,,94310,95150,94360,94290
10,4,Hudson Valley Region,41-3099," Sales Representatives, Services, All Other",5230,69300,57810,34020,86930
10,2,Central New York Region,15-1122,Information Security Analysts,80,92510,80500,62530,107490
1,36,New York State,17-3029,"Engineering Technicians, Except Drafters, All Other",2160,61480,59910,43820,70300
10,8,North Country Region,21-1091,Health Educators,100,51770,49110,34330,60490
1,36,New York State,51-4041,Machinists,13740,46970,45990,31730,54590
10,2,Central New York Region,13-1151,Training and Development Specialists,780,65880,60250,39570,79030
10,7,New York City Region,47-2111,Electricians,20220,88750,96690,48420,108910
1,36,New York State,13-1071,Human Resources Specialists,35260,77290,69430,47120,92380
10,5,Long Island Region,29-2061,Licensed Practical and Licensed Vocational Nurses,5280,55880,56710,47520,60060
10,8,North Country Region,13-1020,Buyers and Purchasing Agents,250,59140,55700,42980,67220
10,2,Central New York Region,51-9121,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",160,37070,33510,25580,42820
10,1,Capital Region,19-1022,Microbiologists,100,85140,68290,47530,103950
10,8,North Country Region,29-2056,Veterinary Technologists and Technicians,130,35570,35200,27960,39370
10,3,Finger Lakes Region,15-1131,Computer Programmers,1200,82230,82490,48700,99000
10,3,Finger Lakes Region,13-2081," Tax Examiners and Collectors, and Revenue Agents",150,72150,71240,48830,83810
10,9,Southern Tier Region,11-9151,Social and Community Service Managers,420,70730,66600,49350,81420
10,2,Central New York Region,27-4014,Sound Engineering Technicians,,30840,32280,24400,34060
10,6,Mohawk Valley Region,51-4011,"Computer-Controlled Machine Tool Operators, Metal and Plastic",610,40120,40730,31520,44410
10,7,New York City Region,29-2061,Licensed Practical and Licensed Vocational Nurses,14320,54270,55280,43970,59420
10,3,Finger Lakes Region,35-2012," Cooks, Institution and Cafeteria",1390,30470,29060,23700,33860
10,8,North Country Region,13-1081,Logisticians,70,72520,66030,50180,83690
10,3,Finger Lakes Region,47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",,37690,35310,29940,41560
10,7,New York City Region,15-1141,Database Administrators,3890,103350,98610,63220,123410
1,36,New York State,51-6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",,27630,25130,22820,30030
10,1,Capital Region,27-4011,Audio and Video Equipment Technicians,90,46800,40820,30180,55120
10,7,New York City Region,43-3021,Billing and Posting Clerks,13970,46710,45270,31440,54350
10,8,North Country Region,11-1031,Legislators,600,92170,94040,86100,95200
10,8,North Country Region,53-6031,Automotive and Watercraft Service Attendants,170,25370,23920,21632,27560
10,8,North Country Region,51-9082,Medical Appliance Technicians,,62900,51450,34150,77280
10,10,Western New York Region,51-9082,Medical Appliance Technicians,70,40730,31750,22970,49620
10,7,New York City Region,11-3121,Human Resources Managers,6730,151980,130760,83490,186230
10,3,Finger Lakes Region,11-9111,Medical and Health Services Managers,1230,123920,102140,73580,149090
10,7,New York City Region,49-3091,Bicycle Repairers,,35640,31720,27790,39560
10,4,Hudson Valley Region,51-4199,"Metal Workers and Plastic Workers, All Other",,47260,46220,33830,53980
10,4,Hudson Valley Region,47-2111,Electricians,3880,88270,66000,45560,109630
10,2,Central New York Region,11-2021,Marketing Managers,190,151040,142950,84390,184370
10,9,Southern Tier Region,15-1142,Network and Computer Systems Administrators,610,82770,78200,53430,97440
10,5,Long Island Region,47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,240,45630,43100,29330,53790
10,8,North Country Region,43-9011,Computer Operators,,42720,39900,34600,46770
10,5,Long Island Region,23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",200,95160,90640,74770,105360
10,7,New York City Region,47-3012,Helpers--Carpenters,,43770,45560,32420,49440
10,9,Southern Tier Region,29-1062,Family and General Practitioners,80,138730,136720,68990,173600
10,8,North Country Region,43-3051,Payroll and Timekeeping Clerks,140,44350,43910,32230,50410
10,2,Central New York Region,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",,48700,50350,38030,54030
10,10,Western New York Region,29-2054,Respiratory Therapy Technicians,,49560,49560,40540,54070
1,36,New York State,51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",3090,38020,36550,25380,44340
10,1,Capital Region,25-9041,Teacher Assistants,8140,29600,27250,22010,33390
10,2,Central New York Region,41-3031,"Securities, Commodities, and Financial Services Sales Agents",640,72270,56820,37080,89860
10,1,Capital Region,17-3013,Mechanical Drafters,210,59150,58640,42890,67280
10,5,Long Island Region,17-3019," Drafters, All Other",140,65450,59140,39220,78560
10,2,Central New York Region,25-1126," Philosophy and Religion Teachers, Postsecondary",110,69680,63560,46320,81350
10,2,Central New York Region,53-3031,Driver/Sales Workers,1100,30560,21632,21632,35340
10,1,Capital Region,29-1069," Physicians and Surgeons, All Other",1680,199610,199830,71920,263450
10,4,Hudson Valley Region,43-5021,Couriers and Messengers,900,36530,35280,21632,44190
1,36,New York State,43-5041," Meter Readers, Utilities",1190,57970,56340,37760,68070
10,3,Finger Lakes Region,25-1123,"English Language and Literature Teachers, Postsecondary",480,81330,63730,44270,99860
10,2,Central New York Region,33-0000,Protective Service Occupations,7210,54360,53100,28580,67250
10,4,Hudson Valley Region,33-3011,Bailiffs,500,57320,61440,35670,68140
10,2,Central New York Region,33-3051,Police and Sheriff's Patrol Officers,1290,64130,63660,44410,73980
10,8,North Country Region,49-9071," Maintenance and Repair Workers, General",1870,40020,39790,27530,46260
10,10,Western New York Region,41-2022,Parts Salespersons,,34260,32010,23640,39570
10,7,New York City Region,49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",6600,64380,62770,41730,75700
10,10,Western New York Region,29-1062,Family and General Practitioners,360,173720,155330,64090,228540
10,2,Central New York Region,25-1121," Art, Drama, and Music Teachers, Postsecondary",400,83050,67310,44120,102520
10,3,Finger Lakes Region,17-3024,Electro-Mechanical Technicians,90,56290,54410,40190,64340
10,7,New York City Region,53-2031,Flight Attendants,9310,45610,41450,26350,55240
10,9,Southern Tier Region,21-1093,Social and Human Service Assistants,1280,35810,32270,25560,40940
1,36,New York State,29-1081,Podiatrists,1300,158370,129900,91720,191700
10,1,Capital Region,25-4012,Curators,70,72590,76320,37530,90120
1,36,New York State,53-6051,Transportation Inspectors,4870,73870,74660,62840,79390
10,6,Mohawk Valley Region,11-0000,Management Occupations,6870,106850,92760,59330,130620
10,2,Central New York Region,31-0000,Healthcare Support Occupations,9200,32670,30680,24080,36960
10,2,Central New York Region,25-1199,"Postsecondary Teachers, All Other",,101390,95530,54820,124680
